RT,Crt,trltp,shrink,iscong,trgtside,crtdir
-Inf,NaN,0,0.5,0,1,NaN
0.89632,1,2,0.5,1,1,1
0.53863,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.64663,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.6531,1,2,0.5,1,2,2
0.58544,1,2,0.5,1,1,1
0.73245,1,2,0.5,1,2,2
0.68825,1,2,0.5,1,1,1
0.86659,1,2,0.5,0,2,1
0.62855,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.56215,1,2,0.5,0,2,1
0.74753,1,2,0.5,1,2,2
0.70164,1,2,0.5,0,2,1
0.56212,1,2,0.5,1,1,1
0.99198,1,2,0.5,0,1,2
0.78974,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.67912,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.64398,1,3,0.5,0,1,2
0.80135,1,3,0.5,0,1,2
0.5935,1,3,0.5,0,2,1
0.54376,1,3,0.5,0,2,1
0.62319,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.61779,1,3,0.5,0,1,2
0.78095,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.74383,1,3,0.5,1,2,2
0.68179,1,3,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.53965,1,3,0.5,0,2,1
0.59083,1,3,0.5,1,1,1
0.56678,1,3,0.5,1,1,1
0.53223,1,3,0.5,1,1,1
0.54871,1,3,0.5,1,2,2
0.60348,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.7654,1,3,0.5,0,2,1
1.4746,1,1,0.5,0,1,2
0.62906,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.61307,1,1,0.5,0,1,2
0.76891,1,1,0.5,1,1,1
0.48334,1,1,0.5,1,2,2
0.6271,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.63654,1,1,0.5,1,2,2
0.54423,1,1,0.5,0,2,1
0.56656,1,1,0.5,1,2,2
0.614,1,1,0.5,1,1,1
0.64249,1,1,0.5,1,2,2
0.50837,1,1,0.5,0,2,1
0.70804,1,1,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.53831,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,1,0.5,0,1,NaN
0.69794,1,1,0.5,0,1,2
0.78214,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
0.54195,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.55214,1,1,0.5,0,2,1
0.55607,1,1,0.5,1,1,1
0.68364,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.61978,1,1,0.5,0,1,2
0.60013,1,1,0.5,0,1,2
0.52938,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.85026,0,1,0.5,0,1,2
0.66605,1,1,0.5,1,2,2
0.59464,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.45334,1,1,0.5,1,2,2
0.52114,1,1,0.5,0,2,1
0.52749,1,1,0.5,0,1,2
0.77689,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.6995,1,1,0.5,1,2,2
0.57146,1,1,0.5,1,1,1
-Inf,-1,2,0.5,1,2,2
-Inf,NaN,2,0.5,0,1,NaN
0.64747,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
0.65613,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.52089,1,2,0.5,0,2,1
0.51928,1,2,0.5,0,2,1
0.58269,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.6208,1,2,0.5,1,1,1
0.70268,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
1.2888,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
0.72843,1,2,0.5,1,2,2
0.72871,1,2,0.5,1,2,2
0.62823,1,2,0.5,0,2,1
0.66034,1,2,0.5,1,1,1
0.67644,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.65707,1,2,0.5,0,1,2
0.59675,1,2,0.5,0,1,2
0.84474,1,3,0.5,1,1,1
0.6845,1,3,0.5,0,2,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.58618,1,3,0.5,0,1,2
0.59017,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.63355,1,3,0.5,0,2,1
0.66884,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
0.93239,1,3,0.5,0,1,2
0.76967,1,3,0.5,0,1,2
1.1279,1,3,0.5,0,1,2
0.78033,1,3,0.5,0,2,1
0.63635,1,3,0.5,1,1,1
0.94389,1,3,0.5,1,2,2
0.65,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
1.8979,1,3,0.5,0,1,2
0.82167,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.70983,1,3,0.5,1,1,1
