RT,Crt,trltp,shrink,iscong,trgtside,crtdir
0.55343,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.76403,1,1,0.5,0,1,2
0.63166,1,1,0.5,1,1,1
0.71208,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.71184,1,1,0.5,0,2,1
0.5158,1,1,0.5,0,1,2
0.40562,0,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.63146,1,1,0.5,0,1,2
0.51359,1,1,0.5,1,1,1
0.59145,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.5455,1,1,0.5,1,2,2
0.54139,1,1,0.5,0,2,1
0.72349,1,1,0.5,0,2,1
0.66947,1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.56736,1,1,0.5,1,1,1
0.77532,1,1,0.5,1,2,2
0.5651,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
0.57904,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.65295,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.58915,1,2,0.5,0,2,1
0.75509,1,2,0.5,0,2,1
0.75506,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.52082,1,2,0.5,1,2,2
0.97095,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.53293,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.60492,1,2,0.5,1,1,1
0.74066,1,2,0.5,1,2,2
0.58489,1,2,0.5,0,2,1
1.1287,1,2,0.5,1,1,1
0.61664,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.55085,1,2,0.5,0,1,2
0.71231,1,2,0.5,0,2,1
0.67252,1,3,0.5,1,2,2
0.7763,1,3,0.5,0,1,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.9263,1,3,0.5,0,1,2
0.61032,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.51813,1,3,0.5,0,1,2
0.48004,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
1.2563,1,3,0.5,0,1,2
0.61508,1,3,0.5,0,2,1
0.59599,1,3,0.5,0,2,1
0.79993,1,3,0.5,0,2,1
0.71989,1,3,0.5,1,2,2
0.68396,1,3,0.5,1,2,2
0.54194,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.90187,1,3,0.5,0,2,1
0.74581,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
1.3139,1,3,0.5,1,1,1
