Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,3,2,0,0
-1,-Inf,3,2,0,1
1,0.88018,3,2,0,0
1,0.74966,1,2,0,0
1,1.0278,1,1,1,0
NaN,-Inf,1,2,0,0
1,0.83593,1,1,1,1
0,1.424,3,2,1,1
1,0.61362,3,1,1,0
1,1.4578,1,2,0,1
1,1.3006,1,1,1,1
NaN,-Inf,3,1,0,0
1,0.76949,3,1,1,0
1,0.95337,1,2,0,1
1,1.0316,3,2,0,1
NaN,-Inf,1,2,0,0
1,0.36717,1,1,0,0
1,1.3917,3,1,1,0
1,0.88313,3,1,1,1
1,0.86932,3,2,0,1
NaN,-Inf,1,2,0,0
1,0.89275,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,0,0
1,1.4687,1,1,1,0
1,1.1046,1,1,1,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
1,1.0923,1,1,1,1
1,0.96468,1,1,0,1
1,1.2528,3,2,0,0
NaN,-Inf,3,1,0,0
0,0.00077097,1,1,0,0
-1,-Inf,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,1,0,0
1,0.59577,1,2,0,0
1,0.92053,1,1,0,1
1,0.8048,1,2,1,0
1,1.9165,1,2,1,1
NaN,-Inf,1,2,0,0
1,1.3005,3,2,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
1,1.3038,3,1,1,1
NaN,-Inf,3,2,1,0
0,0.94396,3,2,1,0
0,0.5896,3,2,0,1
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,1,0
1,0.4599,3,2,1,0
1,0.70152,3,2,1,0
1,1.3715,1,2,0,1
-1,-Inf,1,2,1,1
NaN,-Inf,3,2,0,0
0,0.075395,1,2,0,0
1,1.1289,3,2,1,1
1,0.99321,1,1,1,0
NaN,-Inf,1,1,1,0
1,1.6813,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
-1,-Inf,3,1,0,1
1,1.6936,1,1,1,1
1,1.0597,1,1,0,0
1,1.0495,1,2,0,1
0,0.80245,3,2,0,1
NaN,-Inf,3,1,0,0
1,1.445,3,2,0,0
1,1.0553,1,2,1,0
0,1.4067,3,1,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,1,0
1,1.375,3,1,1,1
NaN,-Inf,1,1,0,0
1,0.00074017,1,2,0,0
1,1.6917,3,1,1,0
NaN,-Inf,3,2,0,0
1,0.41665,1,2,1,0
1,1.2146,1,1,0,1
NaN,-Inf,1,2,0,0
0,0.00074402,3,2,0,1
1,1.6946,3,2,0,0
NaN,-Inf,3,1,0,0
-1,-Inf,1,1,1,1
1,0.76812,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,0,0
1,0.96574,3,1,0,0
1,0.98761,1,1,1,1
1,1.9418,1,1,0,1
1,1.3934,1,1,0,0
1,1.1643,3,2,1,1
-1,-Inf,3,1,0,1
-1,-Inf,1,1,1,0
