Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,3,1,0,0
-1,-Inf,3,2,0,1
0,1.2476,3,2,0,0
1,0.79707,1,2,0,0
-1,-Inf,1,1,1,0
NaN,-Inf,1,2,0,0
1,1.7872,1,1,1,1
-1,-Inf,3,2,1,1
0,1.7252,3,2,1,0
0,1.785,1,2,0,1
1,0.88495,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.2889,3,2,1,0
1,0.80085,1,1,0,1
0,0.94256,3,1,0,1
NaN,-Inf,1,2,0,0
1,0.55652,1,1,0,0
0,0.91036,3,1,1,0
1,1.0584,3,2,1,1
1,0.99623,3,2,0,1
NaN,-Inf,1,2,0,0
1,1.7881,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,0,0
1,0.83594,1,2,1,0
1,0.55182,1,1,1,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,2,1,0
-1,-Inf,1,1,1,1
1,1.0914,1,2,0,1
1,0.83551,3,2,0,0
NaN,-Inf,3,1,0,0
1,1.4074,1,2,0,0
1,0.90928,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.68714,1,1,0,0
1,0.75117,1,1,0,1
1,0.93911,1,2,1,0
1,1.211,1,1,1,1
NaN,-Inf,1,2,0,0
1,0.62681,3,1,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
0,0.93447,3,1,1,1
NaN,-Inf,3,1,1,0
0,0.93423,3,1,1,0
0,0.8682,3,1,0,1
NaN,-Inf,1,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
0,1.5873,3,2,1,0
1,0.86123,3,2,1,0
1,0.93931,1,2,0,1
0,0.84914,1,1,1,1
NaN,-Inf,3,1,0,0
1,0.90715,1,2,0,0
0,1.351,3,1,1,1
1,1.3448,1,2,1,0
NaN,-Inf,1,1,1,0
1,0.91281,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.91656,3,1,0,1
1,1.1405,1,2,1,1
1,0.72052,1,1,0,0
1,0.87213,1,1,0,1
1,0.7626,3,1,0,1
NaN,-Inf,3,2,0,0
0,0.96418,3,2,0,0
1,0.67807,1,1,1,0
0,1.7179,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,1,0
1,0.78979,3,1,1,1
NaN,-Inf,1,1,0,0
1,0.87974,1,1,0,0
-1,-Inf,3,2,1,0
NaN,-Inf,3,2,0,0
1,0.7753,1,2,1,0
1,0.55728,1,1,0,1
NaN,-Inf,1,2,0,0
1,1.1171,3,2,0,1
1,0.94113,3,1,0,0
NaN,-Inf,3,1,0,0
1,0.75498,1,2,1,1
1,1.4709,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,0.78868,3,1,0,0
0,0.7306,1,1,1,1
1,0.90871,1,2,0,1
1,0.88862,1,2,0,0
1,0.97841,3,2,1,1
1,0.98041,3,1,0,1
1,1.1243,1,1,1,0
