RT,Crt,trltp,shrink,iscong,trgtside,crtdir
-Inf,NaN,0,0.5,0,1,NaN
0.54443,1,2,0.5,1,1,1
0.39808,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.47001,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.45352,1,2,0.5,1,2,2
0.42617,1,2,0.5,1,2,2
0.41217,1,2,0.5,1,1,1
0.44017,1,2,0.5,1,2,2
0.49733,1,2,0.5,0,2,1
0.43578,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.46564,1,2,0.5,0,1,2
0.4659,1,2,0.5,1,1,1
0.50175,1,2,0.5,0,2,1
0.41813,1,2,0.5,1,1,1
0.48767,1,2,0.5,0,1,2
0.48591,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.46281,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.53942,1,3,0.5,0,2,1
0.45716,1,3,0.5,0,2,1
0.43349,1,3,0.5,0,1,2
0.45568,1,3,0.5,0,1,2
0.38354,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.47295,1,3,0.5,0,2,1
0.47748,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.55148,1,3,0.5,1,1,1
0.44134,1,3,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.41862,1,3,0.5,0,1,2
0.45513,1,3,0.5,1,2,2
0.52706,1,3,0.5,1,2,2
0.4291,1,3,0.5,1,2,2
0.48546,1,3,0.5,1,2,2
0.45872,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
0.4531,1,3,0.5,0,2,1
0.6023,1,1,0.5,0,1,2
0.43667,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.48252,1,1,0.5,0,1,2
0.43273,1,1,0.5,1,1,1
0.45193,1,1,0.5,1,2,2
0.45004,1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.40412,1,1,0.5,1,1,1
0.45609,1,1,0.5,0,2,1
0.55018,1,1,0.5,1,1,1
0.54279,1,1,0.5,1,2,2
0.53856,1,1,0.5,1,2,2
0.43626,1,1,0.5,0,2,1
0.42845,1,1,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.378,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,1,0.5,0,1,NaN
0.50177,1,1,0.5,0,2,1
0.43792,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,1,NaN
0.45399,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.36829,1,1,0.5,0,1,2
0.42717,1,1,0.5,1,1,1
0.47306,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.4836,1,1,0.5,0,1,2
0.46402,1,1,0.5,0,2,1
0.41809,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.45204,1,1,0.5,0,1,2
0.42453,1,1,0.5,1,2,2
0.41984,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.44516,1,1,0.5,1,2,2
0.44959,1,1,0.5,0,2,1
0.39198,1,1,0.5,0,2,1
0.40148,1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.53107,1,1,0.5,1,2,2
0.39543,1,1,0.5,1,1,1
0.64888,1,2,0.5,1,2,2
-Inf,NaN,2,0.5,0,2,NaN
0.42308,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,2,NaN
0.45692,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.46511,1,2,0.5,0,1,2
0.39937,1,2,0.5,0,2,1
0.52734,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.46891,1,2,0.5,1,1,1
0.46332,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.48066,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.46479,1,2,0.5,1,1,1
0.44094,1,2,0.5,1,2,2
0.50888,1,2,0.5,0,1,2
0.63697,1,2,0.5,1,2,2
0.493,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.46404,1,2,0.5,0,2,1
0.7085,1,2,0.5,0,1,2
0.49207,1,3,0.5,1,1,1
0.50817,1,3,0.5,0,2,1
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
0.56224,1,3,0.5,0,1,2
0.66264,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.52269,1,3,0.5,0,1,2
0.45964,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
0.50805,1,3,0.5,0,2,1
0.4818,1,3,0.5,0,2,1
0.656,1,3,0.5,0,1,2
0.45243,1,3,0.5,0,1,2
0.40451,1,3,0.5,1,2,2
0.3995,1,3,0.5,1,1,1
0.4023,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.48997,1,3,0.5,0,2,1
0.39827,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.44618,1,3,0.5,1,2,2
