Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,1,0
1,1.1327,3,2,1,0
1,0.90987,3,1,1,0
1,0.64402,1,2,0,1
1,1.13,1,1,1,1
NaN,-Inf,3,2,0,0
1,0.96373,1,1,0,0
1,1.2563,3,2,1,1
1,0.82588,1,1,1,0
NaN,-Inf,1,1,1,0
1,1.2259,3,1,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,1.1898,3,2,0,1
1,1.3018,1,1,1,1
1,0.9929,1,1,0,0
1,1.1699,1,1,0,1
1,0.85922,3,2,0,1
NaN,-Inf,3,2,0,0
1,0.89467,3,2,0,0
1,1.1029,1,1,1,0
1,1.7441,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,1,1,0
1,1.3593,3,1,1,1
NaN,-Inf,1,1,0,0
1,0.87308,1,1,0,0
1,1.6833,3,1,1,0
NaN,-Inf,3,2,0,0
1,0.90463,1,1,1,0
1,0.91141,1,1,0,1
NaN,-Inf,1,2,0,0
1,0.98284,3,1,0,1
0,1.4785,3,1,0,0
NaN,-Inf,3,2,0,0
0,1.1169,1,1,1,1
1,1.248,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,2,0,0
1,1.006,3,2,0,0
1,1.3155,1,1,1,1
1,0.76647,1,1,0,1
1,0.93039,1,1,0,0
1,1.0368,3,2,1,1
1,0.95048,3,2,0,1
1,1.2623,1,2,1,0
NaN,-Inf,3,1,0,0
0,1.6507,3,1,0,1
1,0.74849,3,1,0,0
1,0.61841,1,2,0,0
1,0.63464,1,1,1,0
NaN,-Inf,1,1,0,0
1,0.78462,1,1,1,1
1,0.84393,3,1,1,1
1,1.0019,3,1,1,0
1,1.1587,1,1,0,1
1,1.4816,1,1,1,1
NaN,-Inf,3,2,0,0
1,1.8987,3,2,1,0
1,1.0945,1,2,0,1
1,1.0438,3,2,0,1
NaN,-Inf,1,1,0,0
1,0.80159,1,2,0,0
1,0.87586,3,2,1,0
1,1.2082,3,2,1,1
0,1.0012,3,2,0,1
NaN,-Inf,1,1,0,0
1,1.3933,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,1,0,0
1,0.77004,1,2,1,0
1,0.62954,1,2,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
1,1.1211,1,2,1,1
1,0.96952,1,2,0,1
1,0.82561,3,1,0,0
NaN,-Inf,3,2,0,0
1,0.7077,1,1,0,0
1,0.88318,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,0.82137,1,2,0,0
1,1.0449,1,1,0,1
0,1.128,1,1,1,0
1,0.70479,1,2,1,1
NaN,-Inf,1,2,0,0
1,0.78465,3,2,0,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,2,1,0
1,0.8049,3,1,1,1
NaN,-Inf,3,1,1,0
1,0.78375,3,2,1,0
1,0.86642,3,1,0,1
