RT,Crt,trltp,shrink,iscong,trgtside,crtdir
-Inf,NaN,0,0.5,0,2,NaN
1.2683,1,2,0.5,1,1,1
0.73046,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
1.0742,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
1.2748,1,2,0.5,1,2,2
0.97389,1,2,0.5,1,2,2
0.82455,1,2,0.5,1,2,2
0.8927,1,2,0.5,1,2,2
0.83041,1,2,0.5,0,2,1
0.80801,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
1.4623,1,2,0.5,0,1,2
0.94095,1,2,0.5,1,1,1
0.98605,1,2,0.5,0,1,2
0.84626,1,2,0.5,1,1,1
0.78811,1,2,0.5,0,1,2
1.0746,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,1,NaN
1.1958,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
1.5521,1,3,0.5,0,2,1
0.95012,1,3,0.5,0,2,1
0.82991,1,3,0.5,0,2,1
0.8195,1,3,0.5,0,1,2
0.83506,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.88557,0,3,0.5,0,2,1
0.95358,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.81971,1,3,0.5,1,1,1
0.94994,1,3,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.82354,1,3,0.5,0,1,2
1.1869,1,3,0.5,1,1,1
1.0997,1,3,0.5,1,2,2
0.92927,1,3,0.5,1,1,1
0.80106,1,3,0.5,1,2,2
0.91934,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
