RT,Crt,trltp,shrink,iscong,trgtside,crtdir
0.62999,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
0.63934,1,1,0.5,0,2,1
0.52307,1,1,0.5,1,2,2
0.50771,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.59569,1,1,0.5,0,1,2
0.48706,1,1,0.5,0,1,2
0.4645,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.45847,1,1,0.5,0,1,2
0.0014061,0,1,0.5,1,1,1
0.0013848,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.0013942,0,1,0.5,1,1,1
0.0013897,0,1,0.5,0,2,1
0.0014282,1,1,0.5,0,1,2
0.64853,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
0.53023,1,1,0.5,1,2,2
0.47485,1,1,0.5,1,1,1
0.81611,0,2,0.5,1,2,2
-Inf,NaN,2,0.5,0,2,NaN
0.39995,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.49643,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
0.59975,1,2,0.5,0,1,2
0.44752,1,2,0.5,0,2,1
0.54989,1,2,0.5,1,2,2
-Inf,NaN,2,0.5,0,1,NaN
0.5722,1,2,0.5,1,1,1
0.49336,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.51162,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
0.56774,1,2,0.5,1,1,1
0.57563,1,2,0.5,1,2,2
0.81956,1,2,0.5,0,1,2
0.53149,1,2,0.5,1,2,2
0.6036,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.50547,1,2,0.5,0,2,1
0.50747,1,2,0.5,0,1,2
0.53088,1,3,0.5,1,2,2
0.68348,1,3,0.5,0,2,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.47326,1,3,0.5,0,1,2
0.48456,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.42858,1,3,0.5,0,1,2
0.48145,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,1,NaN
0.5317,1,3,0.5,0,2,1
0.60227,1,3,0.5,0,2,1
0.79081,1,3,0.5,0,2,1
0.45078,1,3,0.5,0,1,2
0.5142,1,3,0.5,1,2,2
0.56632,0,3,0.5,1,1,1
0.45596,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.50886,1,3,0.5,0,1,2
0.60445,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.61187,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.52439,1,2,0.5,1,1,1
0.59475,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
0.43418,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.42636,1,2,0.5,1,2,2
0.50193,1,2,0.5,1,1,1
0.81666,1,2,0.5,1,2,2
0.48401,1,2,0.5,1,1,1
0.5819,1,2,0.5,0,1,2
0.46414,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.41402,1,2,0.5,0,1,2
0.34965,1,2,0.5,1,1,1
0.46594,1,2,0.5,0,2,1
0.47798,1,2,0.5,1,2,2
0.53179,1,2,0.5,0,2,1
0.64965,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.69935,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.57528,1,3,0.5,0,1,2
0.38165,1,3,0.5,0,2,1
0.74872,1,3,0.5,0,1,2
0.59493,1,3,0.5,0,1,2
-Inf,-1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.62887,1,3,0.5,0,2,1
-Inf,-1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,-1,3,0.5,1,1,1
-Inf,-1,3,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
0.76677,1,3,0.5,0,2,1
-Inf,-1,3,0.5,1,2,2
0.46693,1,3,0.5,1,2,2
0.53654,1,3,0.5,1,2,2
0.53669,1,3,0.5,1,1,1
0.51976,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.53647,1,3,0.5,0,1,2
0.49401,1,1,0.5,0,1,2
0.49577,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.70405,1,1,0.5,0,1,2
-Inf,-1,1,0.5,1,2,2
0.47202,1,1,0.5,1,1,1
0.42152,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,-1,1,0.5,1,2,2
0.50758,1,1,0.5,0,2,1
1.6811,0,1,0.5,1,1,1
0.40992,1,1,0.5,1,2,2
-Inf,-1,1,0.5,1,1,1
0.43981,1,1,0.5,0,1,2
0.7914,1,1,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.54911,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,1,0.5,0,1,NaN
1.8211,0,1,0.5,0,1,2
0.59302,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,1,NaN
