Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,3,2,0,0
0,0.80629,3,2,0,1
1,0.76791,3,2,0,0
1,0.53355,1,1,0,0
1,0.54807,1,2,1,0
NaN,-Inf,1,2,0,0
1,0.54815,1,1,1,1
0,0.86359,3,2,1,1
1,0.69349,3,1,1,0
1,0.69735,1,2,0,1
1,0.67705,1,2,1,1
NaN,-Inf,3,1,0,0
1,0.98559,3,1,1,0
1,0.81703,1,2,0,1
0,0.97552,3,1,0,1
NaN,-Inf,1,2,0,0
0,1.2528,1,2,0,0
1,0.91122,3,1,1,0
0,0.73897,3,2,1,1
0,0.85314,3,1,0,1
NaN,-Inf,1,1,0,0
0,0.72507,3,1,1,1
NaN,-Inf,3,2,1,0
NaN,-Inf,1,2,0,0
1,0.59637,1,2,1,0
1,1.0887,1,1,1,0
NaN,-Inf,3,2,0,0
NaN,-Inf,1,1,1,0
1,1.4602,1,1,1,1
1,1.1401,1,2,0,1
1,0.86678,3,1,0,0
NaN,-Inf,3,2,0,0
1,0.88736,1,2,0,0
1,1.2618,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,1,0,0
1,0.94352,1,1,0,0
1,1.3877,1,2,0,1
1,0.8759,1,1,1,0
1,1.283,1,2,1,1
NaN,-Inf,1,2,0,0
1,0.87527,3,2,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
-1,-Inf,3,1,1,1
NaN,-Inf,3,2,1,0
1,0.63095,3,1,1,0
0,1.5813,3,1,0,1
NaN,-Inf,1,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,1,0
1,1.2276,3,2,1,0
1,1.1339,3,1,1,0
1,0.96512,1,1,0,1
1,1.6335,1,1,1,1
NaN,-Inf,3,1,0,0
1,0.90731,1,1,0,0
1,1.5196,3,2,1,1
1,0.85746,1,1,1,0
NaN,-Inf,1,2,1,0
-1,-Inf,3,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,0,0
0,0.90909,3,1,0,1
-1,-Inf,1,2,1,1
1,0.80085,1,2,0,0
1,0.8893,1,1,0,1
0,1.3961,3,2,0,1
NaN,-Inf,3,2,0,0
1,0.69271,3,1,0,0
1,1.3505,1,1,1,0
0,0.79874,3,1,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,1,0
0,1.4543,3,2,1,1
NaN,-Inf,1,2,0,0
1,1.1762,1,1,0,0
1,0.936,3,2,1,0
NaN,-Inf,3,1,0,0
1,1.0721,1,2,1,0
0,1.6779,1,2,0,1
NaN,-Inf,1,1,0,0
0,0.66213,3,1,0,1
1,0.81346,3,1,0,0
NaN,-Inf,3,2,0,0
0,0.78741,1,2,1,1
1,0.66386,3,2,1,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
-1,-Inf,3,2,0,0
0,1.0674,1,2,1,1
1,0.90083,1,1,0,1
1,0.71275,1,2,0,0
0,0.69906,3,2,1,1
0,0.43715,3,1,0,1
1,0.7168,1,1,1,0
