RT,Crt,trltp,shrink,iscong,trgtside,crtdir
0.60986,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.53984,1,1,0.5,0,2,1
0.50329,1,1,0.5,1,1,1
0.56002,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.52733,1,1,0.5,0,2,1
0.61226,1,1,0.5,0,1,2
0.50742,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.87925,1,1,0.5,0,2,1
0.54587,1,1,0.5,1,1,1
0.55918,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.6091,1,1,0.5,1,1,1
0.47754,1,1,0.5,0,1,2
0.56361,1,1,0.5,0,2,1
0.50148,1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.63114,1,1,0.5,1,1,1
0.46285,1,1,0.5,1,2,2
0.56474,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
0.45918,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.46893,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.51712,1,2,0.5,0,2,1
0.4032,1,2,0.5,0,1,2
0.43487,0,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.42455,1,2,0.5,1,2,2
0.49115,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.46104,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.47653,1,2,0.5,1,2,2
0.54055,1,2,0.5,1,2,2
0.4727,1,2,0.5,0,2,1
0.53688,1,2,0.5,1,1,1
0.65669,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.41412,1,2,0.5,0,1,2
0.58409,1,2,0.5,0,2,1
0.67198,1,3,0.5,1,1,1
0.45592,1,3,0.5,0,1,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.47033,1,3,0.5,0,1,2
0.60213,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.60591,1,3,0.5,0,2,1
0.5925,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
0.44783,1,3,0.5,0,2,1
0.55786,1,3,0.5,0,1,2
0.49941,1,3,0.5,0,2,1
0.43989,1,3,0.5,0,2,1
0.43971,1,3,0.5,1,2,2
0.3955,1,3,0.5,1,2,2
0.38969,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.54948,1,3,0.5,0,1,2
0.59341,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.57032,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.48458,1,2,0.5,1,2,2
0.56264,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,2,NaN
0.47444,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.47499,1,2,0.5,1,1,1
0.50216,1,2,0.5,1,1,1
0.38399,1,2,0.5,1,2,2
0.52651,1,2,0.5,1,2,2
0.40632,1,2,0.5,0,1,2
0.52803,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.78182,1,2,0.5,0,2,1
0.37418,1,2,0.5,1,2,2
0.4097,1,2,0.5,0,2,1
0.47459,1,2,0.5,1,1,1
0.38001,1,2,0.5,0,2,1
0.57775,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.41221,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.38319,1,3,0.5,0,1,2
0.47001,1,3,0.5,0,2,1
0.34198,1,3,0.5,0,1,2
0.42742,1,3,0.5,0,2,1
0.41932,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.37317,1,3,0.5,0,1,2
0.40172,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.48309,1,3,0.5,1,1,1
0.33863,1,3,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.49541,1,3,0.5,0,2,1
0.37892,1,3,0.5,1,2,2
0.45948,1,3,0.5,1,2,2
0.56945,1,3,0.5,1,1,1
0.53719,1,3,0.5,1,1,1
0.59091,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.71323,1,3,0.5,0,2,1
0.44676,1,1,0.5,0,2,1
0.42479,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.45781,1,1,0.5,0,1,2
0.43714,1,1,0.5,1,1,1
0.37713,1,1,0.5,1,2,2
0.4307,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.39254,1,1,0.5,1,1,1
0.45772,1,1,0.5,0,1,2
0.40307,1,1,0.5,1,1,1
0.48277,1,1,0.5,1,1,1
0.3982,1,1,0.5,1,1,1
0.63238,1,1,0.5,0,2,1
0.40013,1,1,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.47008,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,1,0.5,0,2,NaN
0.4222,1,1,0.5,0,1,2
0.41033,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
