Crt,RT,ld,dr,islongdelay,ischange
NaN,-Inf,3,2,0,0
1,1.1659,3,2,0,1
1,1.0076,3,2,0,0
1,0.96584,1,2,0,0
1,1.4275,1,1,1,0
NaN,-Inf,1,2,0,0
1,0.94741,1,1,1,1
1,1.0309,3,2,1,1
-1,-Inf,3,1,1,0
1,1.1372,1,2,0,1
1,0.86919,1,1,1,1
NaN,-Inf,3,1,0,0
1,1.8326,3,1,1,0
1,0.95257,1,2,0,1
-1,-Inf,3,2,0,1
NaN,-Inf,1,2,0,0
1,1.0101,1,1,0,0
1,1.3507,3,1,1,0
1,1.9784,3,1,1,1
1,1.7324,3,2,0,1
NaN,-Inf,1,2,0,0
1,1.6598,3,2,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,0,0
-1,-Inf,1,1,1,0
1,1.1117,1,1,1,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
1,1.0274,1,1,1,1
1,1.0513,1,1,0,1
1,1.2677,3,2,0,0
NaN,-Inf,3,1,0,0
1,1.223,1,1,0,0
1,1.5173,3,2,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,1,0,0
1,1.1112,1,2,0,0
1,0.97492,1,1,0,1
1,1.0263,1,2,1,0
1,1.1706,1,2,1,1
NaN,-Inf,1,2,0,0
-1,-Inf,3,2,0,0
NaN,-Inf,3,1,0,0
NaN,-Inf,1,1,1,0
-1,-Inf,3,1,1,1
NaN,-Inf,3,2,1,0
-1,-Inf,3,2,1,0
-1,-Inf,3,2,0,1
NaN,-Inf,1,2,0,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,1,0
-1,-Inf,3,2,1,0
1,1.4662,3,2,1,0
1,1.1723,1,2,0,1
1,1.4338,1,2,1,1
NaN,-Inf,3,2,0,0
1,1.564,1,2,0,0
1,1.176,3,2,1,1
1,1.562,1,1,1,0
NaN,-Inf,1,1,1,0
1,1.2655,3,1,0,0
NaN,-Inf,1,1,0,0
NaN,-Inf,3,2,0,0
1,1.717,3,1,0,1
1,1.6773,1,1,1,1
1,1.2399,1,1,0,0
1,1.1209,1,2,0,1
0,1.6025,3,2,0,1
NaN,-Inf,3,1,0,0
1,1.8792,3,2,0,0
1,1.279,1,2,1,0
1,1.7748,3,1,1,1
NaN,-Inf,3,1,1,0
NaN,-Inf,1,2,1,0
1,1.2788,3,1,1,1
NaN,-Inf,1,1,0,0
1,1.3128,1,2,0,0
1,1.6327,3,1,1,0
NaN,-Inf,3,2,0,0
1,1.1601,1,2,1,0
1,1.0781,1,1,0,1
NaN,-Inf,1,2,0,0
1,1.5578,3,2,0,1
1,1.182,3,2,0,0
NaN,-Inf,3,1,0,0
1,1.324,1,1,1,1
1,1.2811,3,2,1,0
NaN,-Inf,1,2,0,0
NaN,-Inf,3,1,0,0
1,1.0932,3,1,0,0
1,1.0356,1,1,1,1
1,1.4136,1,1,0,1
1,1.1058,1,1,0,0
1,1.4357,3,2,1,1
1,1.7152,3,1,0,1
1,1.5251,1,1,1,0
