RT,Crt,trltp,shrink,iscong,trgtside,crtdir
-Inf,NaN,0,0.5,0,2,NaN
0.50369,1,2,0.5,1,1,1
0.42159,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.61343,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.44723,1,2,0.5,1,2,2
0.4572,1,2,0.5,1,2,2
0.42723,1,2,0.5,1,2,2
0.36723,1,2,0.5,1,2,2
0.52106,1,2,0.5,0,2,1
0.48473,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.40091,1,2,0.5,0,1,2
0.46496,1,2,0.5,1,1,1
0.38879,1,2,0.5,0,1,2
0.52076,1,2,0.5,1,1,1
0.42283,1,2,0.5,0,1,2
0.38074,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.55059,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.60962,1,3,0.5,0,2,1
0.46442,1,3,0.5,0,2,1
0.49582,1,3,0.5,0,2,1
0.42233,1,3,0.5,0,1,2
0.41423,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.50421,1,3,0.5,0,2,1
0.41206,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.47789,1,3,0.5,1,1,1
0.45585,1,3,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.48187,1,3,0.5,0,1,2
0.46165,1,3,0.5,1,1,1
0.3739,1,3,0.5,1,2,2
0.52383,1,3,0.5,1,1,1
0.35558,1,3,0.5,1,2,2
0.69762,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
0.40341,1,3,0.5,0,1,2
0.52937,1,1,0.5,0,2,1
0.49928,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.44517,1,1,0.5,0,1,2
0.51104,1,1,0.5,1,1,1
0.49909,1,1,0.5,1,1,1
0.52097,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.5308,1,1,0.5,1,2,2
0.59062,1,1,0.5,0,2,1
0.5168,1,1,0.5,1,1,1
0.38862,1,1,0.5,1,2,2
0.49656,1,1,0.5,1,2,2
0.4666,1,1,0.5,0,1,2
0.40253,1,1,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.47231,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,1,0.5,0,1,NaN
0.47396,1,1,0.5,0,1,2
