RT,Crt,trltp,shrink,iscong,trgtside,crtdir
-Inf,-1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.65167,1,1,0.5,0,1,2
0.67164,1,1,0.5,1,1,1
0.51997,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.5279,1,1,0.5,0,2,1
-Inf,-1,1,0.5,0,1,2
-Inf,-1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.47896,1,1,0.5,0,1,2
0.56075,1,1,0.5,1,1,1
0.67907,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,1,NaN
0.58514,1,1,0.5,1,2,2
0.51753,1,1,0.5,0,2,1
-Inf,-1,1,0.5,0,2,1
-Inf,-1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.6147,1,1,0.5,1,1,1
0.62269,1,1,0.5,1,2,2
-Inf,-1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
-Inf,-1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.50859,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.42869,1,2,0.5,0,2,1
0.7147,1,2,0.5,0,2,1
1.3385,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
-Inf,-1,2,0.5,1,2,2
0.52209,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,-1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
-Inf,-1,2,0.5,1,1,1
-Inf,-1,2,0.5,1,2,2
0.52801,1,2,0.5,0,2,1
0.55177,1,2,0.5,1,1,1
0.47168,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.70218,1,2,0.5,0,1,2
0.59917,1,2,0.5,0,2,1
1.0473,1,3,0.5,1,2,2
0.54346,1,3,0.5,0,1,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,-1,3,0.5,0,1,2
-Inf,-1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,-1,3,0.5,0,1,2
0.83139,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
0.65481,1,3,0.5,0,1,2
1.4614,0,3,0.5,0,2,1
0.62683,1,3,0.5,0,2,1
-Inf,-1,3,0.5,0,2,1
-Inf,-1,3,0.5,1,2,2
0.51455,1,3,0.5,1,2,2
0.49252,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.46874,0,3,0.5,0,2,1
-Inf,-1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.44854,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,1,NaN
0.52497,1,2,0.5,1,2,2
0.48254,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,1,NaN
1.6259,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.45701,1,2,0.5,1,1,1
0.58098,1,2,0.5,1,2,2
0.82448,1,2,0.5,1,1,1
0.0067182,0,2,0.5,1,1,1
0.59004,1,2,0.5,0,2,1
-Inf,-1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.43025,1,2,0.5,0,1,2
0.56603,1,2,0.5,1,2,2
0.48941,1,2,0.5,0,1,2
0.50206,1,2,0.5,1,1,1
0.46736,1,2,0.5,0,1,2
0.43352,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.44239,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.47909,1,3,0.5,0,2,1
0.57286,1,3,0.5,0,2,1
0.34891,0,3,0.5,0,2,1
0.42772,1,3,0.5,0,1,2
0.55503,1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.62873,1,3,0.5,0,1,2
0.5054,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.4753,1,3,0.5,1,2,2
0.50103,1,3,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
1.3266,0,3,0.5,0,2,1
0.42713,1,3,0.5,1,2,2
0.43431,1,3,0.5,1,1,1
0.55193,1,3,0.5,1,1,1
0.78456,0,3,0.5,1,2,2
-Inf,-1,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,2,NaN
0.62439,1,3,0.5,0,1,2
0.73443,1,1,0.5,0,1,2
0.56696,1,1,0.5,1,1,1
-Inf,NaN,1,0.5,0,2,NaN
-Inf,-1,1,0.5,0,1,2
-Inf,-1,1,0.5,1,2,2
1.5356,1,1,0.5,1,2,2
0.52587,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
1.7917,1,1,0.5,1,1,1
-Inf,-1,1,0.5,0,2,1
0.5004,1,1,0.5,1,2,2
0.46593,1,1,0.5,1,1,1
-Inf,-1,1,0.5,1,2,2
0.42007,1,1,0.5,0,1,2
0.37542,1,1,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.71771,1,1,0.5,0,2,1
-Inf,NaN,1,0.5,0,1,NaN
