RT,Crt,trltp,shrink,iscong,trgtside,crtdir
0.71795,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.64803,1,1,0.5,0,2,1
0.65143,1,1,0.5,1,1,1
0.69981,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,2,NaN
0.39555,1,1,0.5,0,2,1
0.50308,1,1,0.5,0,1,2
0.64166,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.61146,1,1,0.5,0,2,1
0.43944,1,1,0.5,1,1,1
0.39505,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.36506,1,1,0.5,1,1,1
0.43335,1,1,0.5,0,1,2
0.38236,1,1,0.5,0,2,1
0.36915,1,1,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.40245,1,1,0.5,1,1,1
0.49061,1,1,0.5,1,2,2
0.44036,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,2,NaN
0.44672,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,2,NaN
0.4642,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
0.43977,1,2,0.5,0,2,1
0.48636,1,2,0.5,0,1,2
0.43006,1,2,0.5,1,1,1
-Inf,NaN,2,0.5,0,1,NaN
0.38018,1,2,0.5,1,2,2
0.45441,1,2,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.43162,1,2,0.5,0,1,2
-Inf,NaN,2,0.5,0,1,NaN
0.63056,1,2,0.5,1,2,2
0.49522,1,2,0.5,1,2,2
0.44357,1,2,0.5,0,2,1
0.41987,1,2,0.5,1,1,1
0.42409,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.4256,1,2,0.5,0,1,2
0.37928,1,2,0.5,0,2,1
0.34708,1,3,0.5,1,1,1
0.40321,1,3,0.5,0,1,2
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.44885,1,3,0.5,0,1,2
0.34063,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.45669,1,3,0.5,0,2,1
0.4832,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
0.44312,1,3,0.5,0,2,1
0.36852,1,3,0.5,0,1,2
0.4789,1,3,0.5,0,2,1
0.47445,1,3,0.5,0,2,1
0.46651,1,3,0.5,1,2,2
0.45429,1,3,0.5,1,2,2
0.41691,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.60822,1,3,0.5,0,1,2
0.45257,1,3,0.5,1,1,1
-Inf,NaN,0,0.5,0,2,NaN
0.45221,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.55246,1,2,0.5,1,2,2
0.39848,1,2,0.5,0,2,1
-Inf,NaN,2,0.5,0,2,NaN
0.47806,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,1,NaN
0.36622,1,2,0.5,1,1,1
0.5066,1,2,0.5,1,1,1
0.5558,1,2,0.5,1,2,2
0.52093,1,2,0.5,1,2,2
0.4184,1,2,0.5,0,1,2
0.37988,1,2,0.5,0,2,1
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
0.48212,1,2,0.5,0,2,1
0.41806,1,2,0.5,1,2,2
0.33369,1,2,0.5,0,2,1
0.45819,1,2,0.5,1,1,1
0.39962,1,2,0.5,0,2,1
0.42944,1,2,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
-Inf,NaN,2,0.5,0,1,NaN
-Inf,NaN,2,0.5,0,2,NaN
0.51173,1,2,0.5,1,2,2
-Inf,NaN,0,0.5,0,1,NaN
0.42729,1,3,0.5,0,1,2
0.39367,1,3,0.5,0,2,1
0.41688,1,3,0.5,0,1,2
0.41547,1,3,0.5,0,2,1
0.48071,1,3,0.5,1,2,2
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,0,0.5,0,2,NaN
0.45723,1,3,0.5,0,1,2
0.47655,1,3,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.61622,1,3,0.5,1,1,1
0.50503,1,3,0.5,0,1,2
-Inf,NaN,0,0.5,0,2,NaN
0.5385,1,3,0.5,0,2,1
0.55042,1,3,0.5,1,2,2
0.487,1,3,0.5,1,2,2
0.36451,1,3,0.5,1,1,1
0.4288,1,3,0.5,1,1,1
1.0584,0,3,0.5,1,1,1
-Inf,NaN,3,0.5,0,2,NaN
-Inf,NaN,3,0.5,0,1,NaN
-Inf,NaN,3,0.5,0,1,NaN
0.44481,1,3,0.5,0,2,1
0.48177,1,1,0.5,0,2,1
0.38762,1,1,0.5,1,2,2
-Inf,NaN,1,0.5,0,1,NaN
0.47743,1,1,0.5,0,1,2
0.46381,1,1,0.5,1,1,1
0.49233,1,1,0.5,1,2,2
0.39407,1,1,0.5,0,2,1
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
-Inf,NaN,0,0.5,0,1,NaN
0.46727,1,1,0.5,1,1,1
0.47136,1,1,0.5,0,1,2
0.40529,1,1,0.5,1,1,1
0.5252,1,1,0.5,1,1,1
0.39319,1,1,0.5,1,1,1
0.38686,1,1,0.5,0,2,1
0.41909,1,1,0.5,1,2,2
-Inf,NaN,0,0.5,0,2,NaN
0.52878,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,1,NaN
-Inf,NaN,1,0.5,0,2,NaN
0.57734,1,1,0.5,0,1,2
0.49323,1,1,0.5,0,1,2
-Inf,NaN,1,0.5,0,2,NaN
